,rst_name,menu_name,price
0,이자카야청심,해물야끼소바,"18,000"
1,이자카야청심,시메사바,"13,000"
2,이자카야청심,숯불시사모구이,"15,000"
3,이자카야청심,오늘의꼬치7종세트,"18,000"
