,rst_name,weekday,hours,platform
10,르와지르,04.05 (금),영업시간: 11:00 - 19:00,1
11,르와지르,04.06 (토),영업시간: 11:00 - 19:00,1
12,르와지르,04.07 (일),영업시간: 11:00 - 19:00,1
0,리플커피 건대입구점,[오늘] 04.01 (월),영업시간: 08:00 - 22:00,1
1,리플커피 건대입구점,04.02 (화),영업시간: 08:00 - 22:00,1
2,리플커피 건대입구점,04.03 (수),영업시간: 08:00 - 22:00,1
3,리플커피 건대입구점,04.04 (목),영업시간: 08:00 - 22:00,1
4,리플커피 건대입구점,04.05 (금),영업시간: 08:00 - 22:00,1
5,리플커피 건대입구점,04.06 (토),영업시간: 10:00 - 20:00,1
6,리플커피 건대입구점,04.07 (일),영업시간: 10:00 - 20:00,1
0,탐앤탐스,[오늘] 04.01 (월),영업시간: 12:00 - 23:00,1
1,탐앤탐스,04.02 (화),영업시간: 12:00 - 23:00,1
2,,,,
3,탐앤탐스,04.03 (수),영업시간: 12:00 - 23:00,1
4,,,,
5,탐앤탐스,04.04 (목),영업시간: 12:00 - 23:00,1
6,,,,
0,탐앤탐스,04.05 (금),영업시간: 12:00 - 23:00,1
1,,,,
2,탐앤탐스,04.06 (토),영업시간: 12:00 - 23:00,1
3,,,,
4,탐앤탐스,04.07 (일),영업시간: 12:00 - 23:00,1
5,,,,
6,카페 걈,[오늘] 04.01 (월),영업시간: 16:00 - 23:00,1
0,카페 걈,04.02 (화),영업시간: 16:00 - 23:00,1
1,카페 걈,04.03 (수),영업시간: 16:00 - 23:00,1
2,카페 걈,04.04 (목),영업시간: 16:00 - 23:00,1
3,카페 걈,04.05 (금),영업시간: 16:00 - 23:00,1
4,카페 걈,04.06 (토),영업시간: 13:00 - 23:00,1
5,카페 걈,04.07 (일),영업시간: 13:00 - 23:00,1
6,투썸플레이스 건대입구점,[오늘] 04.01 (월),영업시간: 08:00 - 01:00,1
7,투썸플레이스 건대입구점,04.02 (화),영업시간: 08:00 - 01:00,1
8,투썸플레이스 건대입구점,04.03 (수),영업시간: 08:00 - 01:00,1
9,투썸플레이스 건대입구점,04.04 (목),영업시간: 08:00 - 01:00,1
10,투썸플레이스 건대입구점,04.05 (금),영업시간: 08:00 - 02:00,1
11,투썸플레이스 건대입구점,04.06 (토),영업시간: 08:00 - 02:00,1
12,투썸플레이스 건대입구점,04.07 (일),영업시간: 08:00 - 01:00,1
0,이디야커피 건대후문점,[오늘] 04.01 (월),영업시간: 09:00 - 22:00,1
1,이디야커피 건대후문점,04.02 (화),영업시간: 09:00 - 22:00,1
2,이디야커피 건대후문점,04.03 (수),영업시간: 09:00 - 22:00,1
3,이디야커피 건대후문점,04.04 (목),영업시간: 09:00 - 22:00,1
4,이디야커피 건대후문점,04.05 (금),영업시간: 09:00 - 22:00,1
5,이디야커피 건대후문점,04.06 (토),영업시간: 09:00 - 22:00,1
6,이디야커피 건대후문점,04.07 (일),영업시간: 09:00 - 22:00,1
0,그리네,[오늘] 04.01 (월),영업시간 확인 필요,1
1,그리네,04.02 (화),확인 필요,1
2,그리네,04.03 (수),확인 필요,1
3,그리네,04.04 (목),확인 필요,1
4,그리네,04.05 (금),확인 필요,1
5,그리네,04.06 (토),확인 필요,1
6,그리네,04.07 (일),확인 필요,1
0,던킨 건대입구역점-1층,[오늘] 04.01 (월),영업시간: 07:00 - 23:00,1
1,던킨 건대입구역점-1층,04.02 (화),영업시간: 07:00 - 23:00,1
2,던킨 건대입구역점-1층,04.03 (수),영업시간: 07:00 - 23:00,1
3,던킨 건대입구역점-1층,04.04 (목),영업시간: 07:00 - 23:00,1
4,던킨 건대입구역점-1층,04.05 (금),영업시간: 07:00 - 23:00,1
5,던킨 건대입구역점-1층,04.06 (토),영업시간: 08:00 - 23:00,1
6,던킨 건대입구역점-1층,04.07 (일),영업시간: 08:00 - 22:00,1
0,빽다방 건대역화양점,[오늘] 04.01 (월),영업시간: 07:00 - 00:00,1
1,빽다방 건대역화양점,04.02 (화),영업시간: 07:00 - 00:00,1
2,빽다방 건대역화양점,04.03 (수),영업시간: 07:00 - 00:00,1
3,빽다방 건대역화양점,04.04 (목),영업시간: 07:00 - 00:00,1
4,빽다방 건대역화양점,04.05 (금),영업시간: 07:00 - 00:00,1
5,빽다방 건대역화양점,04.06 (토),영업시간: 07:00 - 00:00,1
6,빽다방 건대역화양점,04.07 (일),영업시간: 07:00 - 00:00,1
0,서울230,[오늘] 04.01 (월),영업시간: 17:00 - 22:00,1
1,서울230,04.02 (화),영업시간: 17:00 - 22:00,1
2,서울230,04.03 (수),영업시간: 17:00 - 22:00,1
3,서울230,04.04 (목),영업시간: 17:00 - 22:00,1
4,서울230,04.05 (금),영업시간: 17:00 - 22:00,1
5,서울230,04.06 (토),영업시간: 17:00 - 22:00,1
6,서울230,04.07 (일),영업시간: 17:00 - 22:00,1
0,모지니,[오늘] 04.01 (월),영업시간: 10:00 - 22:00,1
1,모지니,04.02 (화),영업시간: 10:00 - 22:00,1
2,모지니,04.03 (수),영업시간: 10:00 - 22:00,1
3,모지니,04.04 (목),영업시간: 10:00 - 22:00,1
4,모지니,04.05 (금),영업시간: 10:00 - 22:00,1
5,모지니,04.06 (토),영업시간: 10:00 - 22:00,1
6,모지니,04.07 (일),영업시간: 10:00 - 22:00,1
0,탐앤탐스 탐스커버리 광진화양점,[오늘] 04.01 (월),영업시간: 07:00 - 22:00,1
1,탐앤탐스 탐스커버리 광진화양점,04.02 (화),영업시간: 07:00 - 22:00,1
2,탐앤탐스 탐스커버리 광진화양점,04.03 (수),영업시간: 07:00 - 22:00,1
3,탐앤탐스 탐스커버리 광진화양점,04.04 (목),영업시간: 07:00 - 22:00,1
4,탐앤탐스 탐스커버리 광진화양점,04.05 (금),영업시간: 07:00 - 22:00,1
5,탐앤탐스 탐스커버리 광진화양점,04.06 (토),영업시간: 07:00 - 22:00,1
6,탐앤탐스 탐스커버리 광진화양점,04.07 (일),영업시간: 07:00 - 22:00,1
0,초초하우스,[오늘] 04.01 (월),휴무일,1
1,초초하우스,04.02 (화),영업시간: 12:00 - 20:00,1
2,초초하우스,04.03 (수),영업시간: 12:00 - 20:00,1
3,초초하우스,04.04 (목),영업시간: 12:00 - 20:00,1
4,초초하우스,04.05 (금),영업시간: 12:00 - 20:00,1
5,초초하우스,04.06 (토),영업시간: 12:00 - 20:00,1
6,초초하우스,04.07 (일),영업시간: 12:00 - 17:00,10,TAKEN COFFEE,[오늘] 04.01 (월),영업시간: 08:00 - 11:00,1
1,TAKEN COFFEE,04.02 (화),영업시간: 08:00 - 11:00,1
2,TAKEN COFFEE,04.03 (수),영업시간: 08:00 - 11:00,1
3,TAKEN COFFEE,04.04 (목),영업시간: 08:00 - 11:00,1
4,TAKEN COFFEE,04.05 (금),영업시간: 08:00 - 11:00,1
5,TAKEN COFFEE,04.06 (토),영업시간: 08:00 - 11:00,1
6,TAKEN COFFEE,04.07 (일),영업시간: 08:00 - 11:00,1
0,퍼비커피,[오늘] 04.01 (월),영업시간: 12:00 - 21:30,1
1,퍼비커피,04.02 (화),영업시간: 12:00 - 21:30,1
2,퍼비커피,04.03 (수),영업시간: 12:00 - 21:30,1
3,퍼비커피,04.04 (목),영업시간: 12:00 - 21:30,1
4,퍼비커피,04.05 (금),영업시간: 12:00 - 21:30,1
5,퍼비커피,04.06 (토),영업시간: 12:00 - 21:30,1
6,퍼비커피,04.07 (일),휴무일,1
0,레스티오 동물생명대점,[오늘] 04.01 (월),영업시간 확인 필요,1
1,레스티오 동물생명대점,04.02 (화),확인 필요,1
2,레스티오 동물생명대점,04.03 (수),확인 필요,1
3,레스티오 동물생명대점,04.04 (목),확인 필요,1
4,레스티오 동물생명대점,04.05 (금),확인 필요,1
5,레스티오 동물생명대점,04.06 (토),확인 필요,1
6,레스티오 동물생명대점,04.07 (일),확인 필요,1
0,언필드,[오늘] 04.01 (월),휴무일,1.0
1,언필드,04.02 (화),영업시간: 12:00 - 22:00,1.0
2,,,,
3,언필드,04.03 (수),영업시간: 12:00 - 22:00,1.0
4,,,,
5,언필드,04.04 (목),영업시간: 12:00 - 22:00,1.0
6,,,,
7,언필드,04.05 (금),영업시간: 12:00 - 22:00,1.0
8,,,,
9,언필드,04.06 (토),영업시간: 12:00 - 22:00,1.0
10,,,,
11,언필드,04.07 (일),영업시간: 12:00 - 22:00,1.0
12,,,,
0,엑스엑스커피메이커 건국대점,[오늘] 04.01 (월),영업시간: 08:00 - 21:00,1
1,엑스엑스커피메이커 건국대점,04.02 (화),영업시간: 08:00 - 21:00,1
2,엑스엑스커피메이커 건국대점,04.03 (수),영업시간: 08:00 - 21:00,1
3,엑스엑스커피메이커 건국대점,04.04 (목),영업시간: 08:00 - 21:00,1
4,엑스엑스커피메이커 건국대점,04.05 (금),영업시간: 08:00 - 21:00,1
5,엑스엑스커피메이커 건국대점,04.06 (토),영업시간: 08:30 - 19:00,1
6,엑스엑스커피메이커 건국대점,04.07 (일),영업시간: 08:30 - 19:00,1
0,애크로매틱 커피 어린이대공원점,[오늘] 04.01 (월),영업시간: 11:00 - 22:00,1.0
1,애크로매틱 커피 어린이대공원점,04.02 (화),영업시간: 11:00 - 22:00,1.0
2,,,,
3,애크로매틱 커피 어린이대공원점,04.03 (수),영업시간: 11:00 - 22:00,1.0
4,,,,
5,애크로매틱 커피 어린이대공원점,04.04 (목),영업시간: 11:00 - 22:00,1.0
6,,,,
7,애크로매틱 커피 어린이대공원점,04.05 (금),영업시간: 11:00 - 22:00,1.0
8,,,,
9,애크로매틱 커피 어린이대공원점,04.06 (토),영업시간: 11:00 - 22:00,1.0
10,,,,
11,애크로매틱 커피 어린이대공원점,04.07 (일),영업시간: 11:00 - 22:00,1.0
12,,,,
0,트웰브미닛,[오늘] 04.01 (월),영업시간: 08:00 - 19:00,1
1,트웰브미닛,04.02 (화),영업시간: 08:00 - 19:00,1
2,트웰브미닛,04.03 (수),영업시간: 08:00 - 19:00,1
3,트웰브미닛,04.04 (목),영업시간: 08:00 - 19:00,1
4,트웰브미닛,04.05 (금),영업시간: 08:00 - 19:00,1
5,트웰브미닛,04.06 (토),영업시간: 10:30 - 21:30,1
6,트웰브미닛,04.07 (일),영업시간: 10:30 - 21:30,1
0,애견카페 히릿,[오늘] 04.01 (월),영업시간: 11:00 - 22:00,1
1,애견카페 히릿,04.02 (화),영업시간: 11:00 - 22:00,1
2,애견카페 히릿,04.03 (수),영업시간: 11:00 - 22:00,1
3,애견카페 히릿,04.04 (목),영업시간: 11:00 - 22:00,1
4,애견카페 히릿,04.05 (금),영업시간: 11:00 - 22:00,1
5,애견카페 히릿,04.06 (토),영업시간: 11:00 - 22:00,1
6,애견카페 히릿,04.07 (일),영업시간: 11:00 - 22:00,1
0,베이글카페,[오늘] 04.01 (월),영업시간: 09:00 - 22:00,1
1,베이글카페,04.02 (화),영업시간: 09:00 - 22:00,1
2,베이글카페,04.03 (수),영업시간: 09:00 - 22:00,1
3,베이글카페,04.04 (목),영업시간: 09:00 - 22:00,1
4,베이글카페,04.05 (금),영업시간: 09:00 - 22:00,1
5,베이글카페,04.06 (토),영업시간: 11:00 - 20:00,1
6,베이글카페,04.07 (일),영업시간: 11:00 - 20:00,1
0,베트남쌍둥이커피 건대본점,[오늘] 04.01 (월),영업시간 확인 필요,1
1,베트남쌍둥이커피 건대본점,04.02 (화),확인 필요,1
2,베트남쌍둥이커피 건대본점,04.03 (수),확인 필요,1
3,베트남쌍둥이커피 건대본점,04.04 (목),확인 필요,1
4,베트남쌍둥이커피 건대본점,04.05 (금),확인 필요,1
5,베트남쌍둥이커피 건대본점,04.06 (토),확인 필요,1
6,베트남쌍둥이커피 건대본점,04.07 (일),확인 필요,1
0,랭스터디카페,[오늘] 04.01 (월),영업시간: 09:00 - 00:00,1
1,랭스터디카페,04.02 (화),영업시간: 09:00 - 00:00,1
2,랭스터디카페,04.03 (수),영업시간: 09:00 - 00:00,1
3,랭스터디카페,04.04 (목),영업시간: 09:00 - 00:00,1
4,랭스터디카페,04.05 (금),영업시간: 09:00 - 00:00,1
5,랭스터디카페,04.06 (토),영업시간: 09:00 - 00:00,1
6,랭스터디카페,04.07 (일),영업시간: 09:00 - 00:00,1
0,콩카페 서울건대점,[오늘] 04.01 (월),영업시간: 09:00 - 22:00,1.0
1,콩카페 서울건대점,04.02 (화),영업시간: 09:00 - 22:00,1.0
2,,,,
3,콩카페 서울건대점,04.03 (수),영업시간: 09:00 - 22:00,1.0
4,,,,
5,콩카페 서울건대점,04.04 (목),영업시간: 09:00 - 22:00,1.0
6,,,,
7,콩카페 서울건대점,04.05 (금),영업시간: 10:00 - 23:00,1.0
8,,,,
9,콩카페 서울건대점,04.06 (토),영업시간: 10:00 - 23:00,1.0
10,,,,
11,콩카페 서울건대점,04.07 (일),영업시간: 09:00 - 22:00,1.0
12,,,,
0,메가커피 건국대점,[오늘] 04.01 (월),영업시간: 09:00 - 17:00,1
1,메가커피 건국대점,04.02 (화),영업시간: 09:00 - 17:00,1
2,메가커피 건국대점,04.03 (수),영업시간: 09:00 - 17:00,1
3,메가커피 건국대점,04.04 (목),영업시간: 09:00 - 17:00,1
4,메가커피 건국대점,04.05 (금),영업시간: 09:00 - 17:00,1
5,메가커피 건국대점,04.06 (토),영업시간: 09:00 - 17:00,1
6,메가커피 건국대점,04.07 (일),영업시간: 09:00 - 17:00,1
0,쥬씨 건대후문점,[오늘] 04.01 (월),영업시간 확인 필요,1
1,쥬씨 건대후문점,04.02 (화),확인 필요,1
2,쥬씨 건대후문점,04.03 (수),확인 필요,1
3,쥬씨 건대후문점,04.04 (목),확인 필요,1
4,쥬씨 건대후문점,04.05 (금),확인 필요,1
5,쥬씨 건대후문점,04.06 (토),확인 필요,1
6,쥬씨 건대후문점,04.07 (일),확인 필요,1
0,카페마빈,[오늘] 04.01 (월),영업시간: 10:00 - 22:00,1
1,카페마빈,04.02 (화),영업시간: 10:00 - 22:00,1
2,카페마빈,04.03 (수),영업시간: 10:00 - 22:00,1
3,카페마빈,04.04 (목),영업시간: 10:00 - 22:00,1
4,카페마빈,04.05 (금),영업시간: 10:00 - 22:00,1
5,카페마빈,04.06 (토),영업시간: 10:00 - 22:00,1
6,카페마빈,04.07 (일),영업시간: 10:00 - 22:00,1
0,디저트레이,[오늘] 04.01 (월),영업시간: 08:00 - 20:00,1
1,디저트레이,04.02 (화),영업시간: 08:00 - 20:00,1
2,디저트레이,04.03 (수),영업시간: 08:00 - 20:00,1
3,디저트레이,04.04 (목),영업시간: 08:00 - 20:00,1
4,디저트레이,04.05 (금),영업시간: 08:00 - 20:00,1
5,디저트레이,04.06 (토),영업시간: 08:00 - 20:00,1
6,디저트레이,04.07 (일),휴무일,1
0,레스또 커피,[오늘] 04.01 (월),영업시간: 12:00 - 22:00,1.0
1,레스또 커피,04.02 (화),영업시간: 12:00 - 22:00,1.0
2,,,,
3,레스또 커피,04.03 (수),휴무일,1.0
4,레스또 커피,04.04 (목),영업시간: 12:00 - 22:00,1.0
5,,,,
6,레스또 커피,04.05 (금),영업시간: 12:00 - 22:00,1.0
7,,,,
8,레스또 커피,04.06 (토),영업시간: 12:00 - 22:00,1.0
9,,,,
10,레스또 커피,04.07 (일),영업시간: 12:00 - 22:00,1.0
11,,,,
0,cafeBRONZE,[오늘] 04.01 (월),영업시간: 11:30 - 22:30,1
1,cafeBRONZE,04.02 (화),영업시간: 11:30 - 22:30,1
2,cafeBRONZE,04.03 (수),영업시간: 11:30 - 22:30,1
3,cafeBRONZE,04.04 (목),영업시간: 11:30 - 22:30,1
4,cafeBRONZE,04.05 (금),영업시간: 11:30 - 19:00,1
5,cafeBRONZE,04.06 (토),휴무일,1
6,cafeBRONZE,04.07 (일),영업시간: 12:00 - 19:00,1
0,레스티오 공학관점,[오늘] 04.01 (월),영업시간: 08:30 - 18:00,1.0
1,레스티오 공학관점,04.02 (화),영업시간: 08:30 - 18:00,1.0
2,,,,
3,레스티오 공학관점,04.03 (수),영업시간: 08:30 - 18:00,1.0
4,,,,
5,레스티오 공학관점,04.04 (목),영업시간: 08:30 - 18:00,1.0
6,,,,
7,레스티오 공학관점,04.05 (금),영업시간: 08:30 - 18:00,1.0
8,,,,
9,레스티오 공학관점,04.06 (토),휴무일,1.0
10,레스티오 공학관점,04.07 (일),휴무일,1.0
0,앤시넌,[오늘] 04.01 (월),영업시간: 11:30 - 22:00,1
1,앤시넌,04.02 (화),영업시간: 11:30 - 22:00,1
2,앤시넌,04.03 (수),영업시간: 11:30 - 22:00,1
3,앤시넌,04.04 (목),영업시간: 11:30 - 22:00,1
4,앤시넌,04.05 (금),영업시간: 11:30 - 22:00,1
5,앤시넌,04.06 (토),영업시간: 11:30 - 22:00,1
6,앤시넌,04.07 (일),영업시간: 11:30 - 22:00,1
0,커피 랩,[오늘] 04.01 (월),영업시간 확인 필요,1
1,커피 랩,04.02 (화),확인 필요,1
2,커피 랩,04.03 (수),확인 필요,1
3,커피 랩,04.04 (목),확인 필요,1
4,커피 랩,04.05 (금),확인 필요,1
5,커피 랩,04.06 (토),확인 필요,1
6,커피 랩,04.07 (일),확인 필요,1
0,테이큰커피,[오늘] 04.01 (월),영업시간: 07:00 - 00:00,1
1,테이큰커피,04.02 (화),영업시간: 07:00 - 00:00,1
2,테이큰커피,04.03 (수),영업시간: 07:00 - 00:00,1
3,테이큰커피,04.04 (목),영업시간: 07:00 - 00:00,1
4,테이큰커피,04.05 (금),영업시간: 07:00 - 00:00,1
5,테이큰커피,04.06 (토),영업시간: 07:00 - 00:00,1
6,테이큰커피,04.07 (일),영업시간: 07:00 - 00:00,1
0,냥토피아,[오늘] 04.01 (월),휴무일,1.0
1,냥토피아,04.02 (화),영업시간: 13:00 - 21:30,1.0
2,,,,
3,냥토피아,04.03 (수),영업시간: 13:00 - 21:30,1.0
4,,,,
5,냥토피아,04.04 (목),영업시간: 13:00 - 21:30,1.0
6,,,,
7,냥토피아,04.05 (금),영업시간: 13:00 - 21:30,1.0
8,,,,
9,냥토피아,04.06 (토),영업시간: 13:00 - 21:30,1.0
10,,,,
11,냥토피아,04.07 (일),영업시간: 13:00 - 20:30,1.0
12,,,,
0,퍼센시아커피,[오늘] 04.01 (월),영업시간 확인 필요,1
1,퍼센시아커피,04.02 (화),확인 필요,1
2,퍼센시아커피,04.03 (수),확인 필요,1
3,퍼센시아커피,04.04 (목),확인 필요,1
4,퍼센시아커피,04.05 (금),확인 필요,1
5,퍼센시아커피,04.06 (토),확인 필요,1
6,퍼센시아커피,04.07 (일),확인 필요,1
0,세컨플로어 온더 가라지,[오늘] 04.01 (월),영업시간 확인 필요,1
1,세컨플로어 온더 가라지,04.02 (화),확인 필요,1
2,세컨플로어 온더 가라지,04.03 (수),확인 필요,1
3,세컨플로어 온더 가라지,04.04 (목),확인 필요,1
4,세컨플로어 온더 가라지,04.05 (금),확인 필요,1
5,세컨플로어 온더 가라지,04.06 (토),확인 필요,1
6,세컨플로어 온더 가라지,04.07 (일),확인 필요,1
0,윤이커피 본점,[오늘] 04.01 (월),영업시간: 08:00 - 20:00,1
1,윤이커피 본점,04.02 (화),영업시간: 08:00 - 20:00,1
2,윤이커피 본점,04.03 (수),영업시간: 08:00 - 20:00,1
3,윤이커피 본점,04.04 (목),영업시간: 08:00 - 20:00,1
4,윤이커피 본점,04.05 (금),영업시간: 08:00 - 20:00,1
5,윤이커피 본점,04.06 (토),영업시간: 08:00 - 20:00,1
6,윤이커피 본점,04.07 (일),휴무일,1
0,쑥띵,[오늘] 04.01 (월),영업시간: 12:00 - 21:00,1
1,쑥띵,04.02 (화),영업시간: 12:00 - 21:00,1
2,쑥띵,04.03 (수),영업시간: 12:00 - 21:00,1
3,쑥띵,04.04 (목),영업시간: 12:00 - 21:00,1
4,쑥띵,04.05 (금),영업시간: 12:00 - 21:00,1
5,쑥띵,04.06 (토),영업시간: 12:00 - 21:00,1
6,쑥띵,04.07 (일),휴무일,1
0,이디야커피 건대역점,[오늘] 04.01 (월),영업시간: 08:00 - 00:00,1
1,이디야커피 건대역점,04.02 (화),영업시간: 08:00 - 00:00,1
2,이디야커피 건대역점,04.03 (수),영업시간: 08:00 - 00:00,1
3,이디야커피 건대역점,04.04 (목),영업시간: 08:00 - 00:00,1
4,이디야커피 건대역점,04.05 (금),영업시간: 08:00 - 00:00,1
5,이디야커피 건대역점,04.06 (토),영업시간: 08:00 - 00:00,1
6,이디야커피 건대역점,04.07 (일),영업시간: 08:00 - 23:00,1
0,메가MGC커피 어린이대공원역점,[오늘] 04.01 (월),영업시간 확인 필요,1
1,메가MGC커피 어린이대공원역점,04.02 (화),확인 필요,1
2,메가MGC커피 어린이대공원역점,04.03 (수),확인 필요,1
3,메가MGC커피 어린이대공원역점,04.04 (목),확인 필요,1
4,메가MGC커피 어린이대공원역점,04.05 (금),확인 필요,1
5,메가MGC커피 어린이대공원역점,04.06 (토),확인 필요,1
6,메가MGC커피 어린이대공원역점,04.07 (일),확인 필요,1
0,왓유워너,[오늘] 04.01 (월),영업시간: 10:00 - 22:00,1
1,왓유워너,04.02 (화),영업시간: 10:00 - 22:00,1
2,왓유워너,04.03 (수),영업시간: 10:00 - 22:00,1
3,왓유워너,04.04 (목),영업시간: 10:00 - 22:00,1
4,왓유워너,04.05 (금),영업시간: 10:00 - 22:00,1
5,왓유워너,04.06 (토),영업시간: 10:00 - 22:00,1
6,왓유워너,04.07 (일),영업시간: 10:00 - 22:00,1
