,rst_name,menu_name,price,platform
23,밀피,산딸기티,"4,900원",1
0,커피마켓,아메리카노,"5,000원",1
0,꿈꾸다917,아메리카노,"4,000원",1
1,꿈꾸다917,카페라떼,"4,500원",1
2,꿈꾸다917,카푸치노,"4,500원",1
3,꿈꾸다917,바닐라라떼,"4,500원",1
4,꿈꾸다917,카라멜 마끼야또,"4,500원",1
0,릴리베이커리,소금빵,"3,200원",1
1,릴리베이커리,(핫핫) 약과쿠키,"4,900원",1
2,릴리베이커리,건대 찐 연유 소프트바게트,"5,000원",1
3,릴리베이커리,허니버터 마늘빵,"6,000원",1
4,릴리베이커리,인절미크림빵,"4,200원",1
5,릴리베이커리,건대 황치즈 소프트바게트,"5,000원",1
6,릴리베이커리,쪽파베이글,"6,200원",1
7,릴리베이커리,벌꿀 고흥유자 바게트,"5,000원",1
8,릴리베이커리,군고구마 크림빵,"4,200원",1
9,릴리베이커리,오레오 크림삥,"4,200원",1
10,릴리베이커리,흑임자 크림빵,"4,200원",1
11,릴리베이커리,초코 크림빵,"4,200원",1
12,릴리베이커리,로투스 엑설런트 크림빵,"4,200원",1
0,옥루몽 어린이대공원점,가마솥 전통팥빙수,"14,000원",1
1,옥루몽 어린이대공원점,흑미팥빵,"3,500원",1
2,옥루몽 어린이대공원점,치악산흑임자빙수,"16,000원",1
3,옥루몽 어린이대공원점,국산 찹쌀 빙수떡 추가 (6알),"3,000원",1
4,옥루몽 어린이대공원점,빙수팥추가,"3,000원",1
5,옥루몽 어린이대공원점,모과차,"6,500원",1
6,옥루몽 어린이대공원점,유자차,"6,500원",1
7,옥루몽 어린이대공원점,보은 대추차,"7,000원",1
8,옥루몽 어린이대공원점,생강차,"6,500원",1
9,옥루몽 어린이대공원점,오미자차,"6,500원",1
10,옥루몽 어린이대공원점,얼그레이,"5,500원",1
11,옥루몽 어린이대공원점,팥초코,"6,500원",1
12,옥루몽 어린이대공원점,가마솥 전통팥죽,"13,000원",1
13,옥루몽 어린이대공원점,단호박라떼,"6,500원",1
14,옥루몽 어린이대공원점,자몽에이드,"6,000원",1
15,옥루몽 어린이대공원점,레드깔라만시에이드,"6,000원",1
16,옥루몽 어린이대공원점,인절미 빙수,"17,000원",1
17,옥루몽 어린이대공원점,구움찰떡 6구,"25,000원",1
18,옥루몽 어린이대공원점,구움찰떡 12구,"48,000원",1
19,옥루몽 어린이대공원점,구움찰떡 6구 / 팥빵 4구,"41,000원",1
20,옥루몽 어린이대공원점,팥빵 8구,"34,000원",1
21,옥루몽 어린이대공원점,가마솥 단팥죽,"13,000원",1
22,옥루몽 어린이대공원점,가마솥 단호박죽,"13,000원",1
23,옥루몽 어린이대공원점,찹쌀 모나카(4개),"10,000원",1
24,옥루몽 어린이대공원점,아메리카노,"4,800원",1
25,옥루몽 어린이대공원점,카페라떼,"5,500원",1
26,옥루몽 어린이대공원점,바닐라라떼,"5,500원",1
27,옥루몽 어린이대공원점,교토우지녹차빙수,"16,000원",1
0,카페 그자체,에스프레소,"3,500원",1
1,카페 그자체,아메리카노,"4,500원",1
2,카페 그자체,카페라떼,"5,000원",1
3,카페 그자체,카페모카,"5,500원",1
0,건대커피랩,아메리카노4종_2샷-테이크아웃,"2,800원",1
1,건대커피랩,초콜릿 인생브라우니_직접구움,"4,600원",1
2,건대커피랩,핸드드립-9개국 스페셜티커피,6000~7900,1
3,건대커피랩,Take Out(-30~35%할인)전음료,2800~4300,1
4,건대커피랩,아메리카노4종류_2샷,"4,300원",1
5,건대커피랩,과일청 소다&티,"5,500원",1
